Assay1 Amplitude,Assay2 Amplitude,Cluster
1259.204,1366.5448,1
1259.85571,1404.55432,1
1259.71118,1522.773,1
1259.16321,1386.51978,1
1259.86914,1439.68408,1
1259.65186,1467.40063,1
1259.70166,1357.87732,1
1259.63892,1338.40686,1
1259.82141,1453.65088,1
1259.56909,1392.10181,1
1259.14709,1549.7417,1
1259.88818,1519.5542,1
1259.473,1414.79883,1
1260.69922,1443.776,1
1260.42407,1456.05029,1
1260.95337,1397.5802,1
1260.47681,1498.8562,1
1260.37793,1345.25293,1
1260.25854,1474.657,1
1260.63452,1371.80383,1
1260.04785,1444.85986,1
1260.149,1468.7981,1
1260.91406,1449.924,1
1260.61353,1489.97314,1
1260.47729,1405.64771,1
1260.29321,1343.90369,1
1260.09033,1374.9563,1
1260.8667,1376.051,1
1260.84839,1389.54114,1
1260.53735,1427.574,1
1260.59949,1419.08679,1
1260.48462,1368.36621,1
1260.06824,1315.666,1
1260.38525,1398.01282,1
1260.07324,1320.42285,1
1260.20264,1357.71252,1
1260.61182,1438.69739,1
1260.45215,1461.09875,1
1260.036,1429.87451,1
1260.55811,1432.41882,1
1260.16626,1426.48608,1
1260.32043,1471.91455,1
1260.65637,1403.78613,1
1260.38684,1412.94946,1
1261.58643,1447.84631,1
1261.21729,1441.85547,1
1261.8208,1401.91748,1
1261.70789,1484.46948,1
1261.99158,1471.59143,1
1261.10913,1509.95471,1
1261.16431,1447.47314,1
1261.165,1394.03491,1
1261.57947,1505.318,1
1261.02393,1475.01624,1
1261.6355,1333.161,1
1261.913,1351.17322,1
1261.21423,1435.87537,1
1261.49365,1463.51013,1
1261.52246,1444.25342,1
1261.27856,1351.29834,1
1261.9342,1419.28857,1
1261.84473,1426.55469,1
1261.85022,1459.88733,1
1261.56177,1337.50549,1
1261.07324,1331.42786,1
1261.28857,1328.04163,1
1261.88611,1429.11011,1
1261.554,1410.11914,1
1261.20508,1384.91553,1
1261.58838,1351.91882,1
1261.997,1448.30176,1
1261.75989,1389.431,1
1261.87207,1437.84985,1
1261.08423,1424.07629,1
1261.91455,1373.21484,1
1261.189,1438.16931,1
1261.35449,1414.21008,1
1261.26367,1408.092,1
1261.726,1322.56421,1
1261.06567,1562.01282,1
1261.31323,1333.2323,1
1261.15845,1363.88281,1
1262.919,1482.46863,1
1262.256,1469.90515,1
1262.14612,1338.799,1
1262.43481,1372.84692,1
1262.26807,1399.62854,1
1262.247,1469.03906,1
1262.38208,1346.50232,1
1262.67957,1536.569,1
1262.67261,1397.64148,1
1262.84119,1371.78333,1
1262.35132,1381.65894,1
1262.68347,1528.37622,1
1262.99426,1413.75122,1
1262.016,1370.78137,1
1262.82275,1377.27686,1
1262.22693,1443.22668,1
1262.01526,1394.28943,1
1262.64966,1411.53821,1
1262.58752,1368.16589,1
1262.8075,1365.1366,1
1262.36963,1406.09155,1
1262.55237,1482.8894,1
1262.25757,1427.97485,1
1262.76074,1382.889,1
1262.351,1350.19446,1
1262.47839,1456.367,1
1262.5791,1442.15112,1
1262.32117,1448.61365,1
1262.6604,1443.04431,1
1263.26208,1364.2572,1
1263.3656,1438.87842,1
1263.27466,1420.39771,1
1263.3457,1402.62744,1
1263.8252,1377.73547,1
1263.67261,1468.76648,1
1263.4397,1458.72021,1
1263.551,1387.13489,1
1263.48889,1462.62451,1
1263.0896,1496.08472,1
1263.92786,1517.187,1
1263.38745,1396.2384,1
1263.40454,1402.86121,1
1263.18457,1422.13318,1
1263.16077,1387.44177,1
1263.17126,1412.47632,1
1263.56482,1410.061,1
1263.97534,1357.56384,1
1263.3042,1433.24841,1
1263.93042,1403.20447,1
1263.3446,1305.19666,1
1263.83276,1420.88489,1
1263.77917,1386.8407,1
1263.439,1339.42773,1
1263.5686,1361.89209,1
1263.68018,1353.039,1
1263.80579,1507.86426,1
1264.49561,1435.17993,1
1264.74133,1443.11768,1
1264.61145,1435.21375,1
1264.31091,1369.10229,1
1264.66626,1430.07312,1
1264.50183,1430.68018,1
1264.05579,1439.97559,1
1264.39722,1328.10852,1
1264.73462,1360.44238,1
1264.72131,1339.70862,1
1264.12231,1375.65942,1
1264.44983,1405.921,1
1264.6416,1334.84546,1
1264.9978,1313.26685,1
1264.827,1396.36255,1
1264.88562,1428.5564,1
1264.37891,1401.62891,1
1264.744,1444.13684,1
1264.83435,1567.104,1
1264.62512,1476.511,1
1264.98511,1413.28149,1
1264.92114,1367.88611,1
1264.95715,1415.16284,1
1264.19958,1428.91455,1
1264.12561,1462.3822,1
1264.37231,1356.437,1
1264.16382,1435.6228,1
1264.30249,1435.09692,1
1264.26123,1415.52539,1
1264.51807,1341.94446,1
1264.29407,1463.61572,1
1264.76575,1494.93481,1
1264.034,1500.67078,1
1264.91907,1415.74854,1
1265.24744,1393.98657,1
1265.34082,1524.03662,1
1265.459,1433.76868,1
1265.003,1520.80566,1
1265.56091,1330.66321,1
1265.022,1469.94751,1
1265.82556,1465.04614,1
1265.803,1434.614,1
1265.88281,1398.0188,1
1265.21521,1482.08191,1
1265.245,1440.91687,1
1265.86035,1344.00208,1
1265.9895,1388.94678,1
1265.9751,1301.2616,1
